iteration,residual,left_bc,right_bc,mrae,max_error
10,0.0052335928194224834,1.0237449407577515,0.011199946515262127,1.0503045320510864,1.0386000871658325
20,0.0017424263060092926,0.7678802013397217,0.020003296434879303,0.9888973832130432,0.8703919053077698
30,0.00994538888335228,0.5553140044212341,0.035222698003053665,0.9379544854164124,0.7974549531936646
40,0.027873294427990913,0.38848960399627686,0.05481394752860069,0.8943655490875244,0.7302562594413757
50,0.05216477811336517,0.26815086603164673,0.07485073804855347,0.8558127880096436,0.6676468849182129
60,0.07791866362094879,0.19034218788146973,0.09041105955839157,0.8221535086631775,0.614276647567749
70,0.09907566756010056,0.1461193710565567,0.09881951659917831,0.7955469489097595,0.5736058354377747
80,0.11087202280759811,0.12453281879425049,0.10144010931253433,0.7794133424758911,0.5457149147987366
90,0.11359883844852448,0.11610566824674606,0.10087163001298904,0.7728391885757446,0.5273224711418152
100,0.11163336783647537,0.11393053084611893,0.09864192456007004,0.7709326148033142,0.5138492584228516
110,0.10896694660186768,0.11337564140558243,0.09578318148851395,0.7696672081947327,0.5014793276786804
120,0.1072520911693573,0.11193636804819107,0.09323962032794952,0.7677018642425537,0.4881361126899719
130,0.10663706809282303,0.10900547355413437,0.09137053042650223,0.7650643587112427,0.4734026789665222
140,0.10677298903465271,0.10511542856693268,0.08993840962648392,0.7619616389274597,0.45781469345092773
150,0.10719817876815796,0.10103309899568558,0.08863144367933273,0.7587060928344727,0.4420965909957886
160,0.10754615813493729,0.09724518656730652,0.08732552826404572,0.7556812763214111,0.43454644083976746
170,0.10769599676132202,0.09388913214206696,0.08599638938903809,0.7529844045639038,0.4336857199668884
180,0.107711061835289,0.09089123457670212,0.084647998213768,0.7504630088806152,0.433740496635437
190,0.10768033564090729,0.08812548220157623,0.08331307023763657,0.747963011264801,0.43454790115356445
200,0.10765005648136139,0.08551213145256042,0.08202172070741653,0.7454888820648193,0.4360085725784302
210,0.1076318547129631,0.08303453028202057,0.08077602088451385,0.7429806590080261,0.4380297064781189
220,0.10761863738298416,0.0807071104645729,0.07956624031066895,0.7404417991638184,0.4406660199165344
230,0.10760215669870377,0.0785422995686531,0.07838639616966248,0.7378168106079102,0.44386130571365356
240,0.10758547484874725,0.07653819024562836,0.07723364979028702,0.7351062297821045,0.44741177558898926
250,0.1075788289308548,0.07468308508396149,0.07610783725976944,0.7322900295257568,0.45076102018356323
260,0.10759194195270538,0.07296408712863922,0.07501038908958435,0.7293440699577332,0.45384681224823
270,0.10763170570135117,0.07137148827314377,0.07394187152385712,0.7262488007545471,0.4566391110420227
280,0.10770165920257568,0.06989861279726028,0.07290240377187729,0.7229856252670288,0.4591401219367981
290,0.10780332237482071,0.06853928416967392,0.07189247757196426,0.7195627093315125,0.46135783195495605
300,0.10793664306402206,0.06728671491146088,0.0709133893251419,0.7159771919250488,0.46330466866493225
310,0.10809935629367828,0.0661339983344078,0.06996725499629974,0.7122406959533691,0.46499720215797424
320,0.10828710347414017,0.06507467478513718,0.06905615329742432,0.708397388458252,0.4664568305015564
330,0.10849303007125854,0.06410293281078339,0.06818261742591858,0.7044711709022522,0.467708557844162
340,0.10870908945798874,0.06321326643228531,0.06734886765480042,0.7004833221435547,0.4687793254852295
350,0.1089264452457428,0.06240026652812958,0.06655700504779816,0.696457028388977,0.46969667077064514
360,0.10913635045289993,0.061658795922994614,0.06580863147974014,0.6924116015434265,0.47048717737197876
370,0.1093309074640274,0.06098364293575287,0.06510483473539352,0.6883671879768372,0.47117504477500916
380,0.109503835439682,0.06036962568759918,0.06444579362869263,0.6843475699424744,0.47178149223327637
390,0.10965040326118469,0.05981164425611496,0.06383120268583298,0.6803815364837646,0.47232428193092346
400,0.1097680851817131,0.059304602444171906,0.0632598027586937,0.6764687299728394,0.47281715273857117
410,0.10985593497753143,0.058843519538640976,0.06272988766431808,0.6726178526878357,0.47327083349227905
420,0.10991448909044266,0.058423612266778946,0.06223941966891289,0.668831467628479,0.47369346022605896
430,0.10994566231966019,0.05804038792848587,0.06178576126694679,0.665116012096405,0.4740906059741974
440,0.1099519357085228,0.0576896034181118,0.061366427689790726,0.6614718437194824,0.47446686029434204
450,0.10993603616952896,0.057367533445358276,0.060978859663009644,0.6578971743583679,0.47482603788375854
460,0.109901063144207,0.057070884853601456,0.06062036752700806,0.6543936729431152,0.4751715660095215
470,0.10984967648983002,0.056796781718730927,0.0602886825799942,0.6509603261947632,0.47550663352012634
480,0.10978446155786514,0.0565427727997303,0.059981558471918106,0.6475985646247864,0.47583436965942383
490,0.10970772057771683,0.05630674958229065,0.0596969798207283,0.6443136930465698,0.476157546043396
500,0.10962136834859848,0.056087106466293335,0.05943295359611511,0.6411081552505493,0.47647935152053833
510,0.10952692478895187,0.0558822900056839,0.05918797478079796,0.6379839181900024,0.4768107533454895
520,0.10942575335502625,0.05569121986627579,0.05896035581827164,0.634943962097168,0.47717270255088806
530,0.10931897163391113,0.05551283434033394,0.05874873697757721,0.6319901347160339,0.47753700613975525
540,0.10920755565166473,0.05534621700644493,0.05855172127485275,0.6291248798370361,0.47790393233299255
550,0.10909202694892883,0.05519060418009758,0.05836836248636246,0.6263495087623596,0.4782731235027313
560,0.10897330194711685,0.055045437067747116,0.05819714441895485,0.6236648559570312,0.47864392399787903
570,0.10885156691074371,0.05490991845726967,0.058037493377923965,0.6210718154907227,0.47901463508605957
580,0.10872747004032135,0.05478350445628166,0.057888224720954895,0.6185691356658936,0.4793834984302521
590,0.10860119014978409,0.05466580018401146,0.057748518884181976,0.6161563396453857,0.47974902391433716
600,0.10847309231758118,0.054556138813495636,0.057617589831352234,0.6138313412666321,0.48010897636413574
610,0.10834349691867828,0.05445399507880211,0.05749468132853508,0.6115920543670654,0.48046085238456726
620,0.10821250826120377,0.05435899272561073,0.0573790967464447,0.6094381809234619,0.48080283403396606
630,0.10808050632476807,0.05427057668566704,0.05727013945579529,0.6073660850524902,0.4811328053474426
640,0.10794741660356522,0.054188355803489685,0.057167381048202515,0.6053742170333862,0.4814482629299164
650,0.10781367123126984,0.054111793637275696,0.05707007274031639,0.6034582853317261,0.48174765706062317
660,0.10767929255962372,0.05404047667980194,0.05697783827781677,0.601616621017456,0.4820287525653839
670,0.10754438489675522,0.053974125534296036,0.05689007416367531,0.5998460650444031,0.4822901487350464
680,0.10740925371646881,0.053912024945020676,0.056806497275829315,0.5981429219245911,0.48252981901168823
690,0.10727396607398987,0.05385402962565422,0.056726496666669846,0.5965035557746887,0.48274677991867065
700,0.10713846236467361,0.05379965156316757,0.056649915874004364,0.5949260592460632,0.4829391539096832
710,0.10700308531522751,0.05374855175614357,0.0565761923789978,0.593405544757843,0.4831063151359558
720,0.10686774551868439,0.05370033159852028,0.05650518089532852,0.5919387936592102,0.4832465946674347
730,0.10673258453607559,0.053654737770557404,0.0564364455640316,0.5905226469039917,0.4833596646785736
740,0.10659772902727127,0.05361136421561241,0.05636972561478615,0.5891531705856323,0.4834439754486084
750,0.10646305978298187,0.05356995016336441,0.05630486458539963,0.5878278613090515,0.48349934816360474
760,0.10632874816656113,0.053530141711235046,0.056241534650325775,0.5865430235862732,0.4835246205329895
770,0.10619468241930008,0.05349178984761238,0.05617954954504967,0.5852959752082825,0.4835195541381836
780,0.10606089979410172,0.053454551845788956,0.05611870810389519,0.5840837955474854,0.48348331451416016
790,0.10592740774154663,0.05341817066073418,0.056058820337057114,0.5829033255577087,0.48342373967170715
800,0.10579407215118408,0.053382471203804016,0.05599972605705261,0.5817524194717407,0.483334481716156
810,0.10566089302301407,0.05334721878170967,0.055941272526979446,0.5806275606155396,0.4832122027873993
820,0.10552778840065002,0.053312186151742935,0.05588327348232269,0.5795259475708008,0.48305657505989075
830,0.10539465397596359,0.053277190774679184,0.055825624614953995,0.5784450769424438,0.48286741971969604
840,0.10526125878095627,0.053242187947034836,0.055768173187971115,0.5773828029632568,0.48264455795288086
850,0.10512763261795044,0.053206756711006165,0.055710919201374054,0.5763368010520935,0.48238706588745117
860,0.10499358922243118,0.05317095294594765,0.05565351992845535,0.5753043293952942,0.48209547996520996
870,0.10485885292291641,0.05313456058502197,0.055596087127923965,0.5742835998535156,0.48176896572113037
880,0.10472328215837479,0.053097400814294815,0.05553846061229706,0.5732718706130981,0.4814073443412781
890,0.10458680242300034,0.053059399127960205,0.05548042431473732,0.5722668170928955,0.4810101389884949
900,0.10444893687963486,0.0530204251408577,0.05542207509279251,0.5712671875953674,0.4805770516395569
910,0.10430968552827835,0.05298033356666565,0.055363185703754425,0.570270836353302,0.48010769486427307
920,0.10416872054338455,0.05293897166848183,0.055303726345300674,0.5692758560180664,0.4796016812324524
930,0.10402576625347137,0.05289633572101593,0.055243536829948425,0.5682806372642517,0.4790586233139038
940,0.10388055443763733,0.05285212770104408,0.05518265441060066,0.567283034324646,0.4784777760505676
950,0.10373278707265854,0.052806444466114044,0.055120840668678284,0.5662810802459717,0.47785884141921997
960,0.10358224809169769,0.05275896191596985,0.0550580695271492,0.5652730464935303,0.47720131278038025
970,0.10342837870121002,0.05270978808403015,0.05499428138136864,0.5642575025558472,0.476504385471344
980,0.10327112674713135,0.05265865847468376,0.054929282516241074,0.5632325410842896,0.47576746344566345
990,0.1031099483370781,0.05260545387864113,0.05486312881112099,0.5621970295906067,0.4749899208545685
1000,0.10294457525014877,0.05255015939474106,0.05479554459452629,0.5611490607261658,0.4741712510585785
1010,0.10277467221021652,0.05249255895614624,0.054726436734199524,0.5600870847702026,0.4733108580112457
1020,0.10259989649057388,0.05243249610066414,0.054655738174915314,0.5590092539787292,0.472407728433609
1030,0.10241974890232086,0.05237005278468132,0.054583244025707245,0.5579140782356262,0.47146177291870117
1040,0.10223390907049179,0.05230482667684555,0.054508987814188004,0.5568000674247742,0.47047170996665955
1050,0.10204193741083145,0.052236925810575485,0.05443265289068222,0.5556663274765015,0.4694378077983856
1060,0.1018437072634697,0.052165985107421875,0.054354093968868256,0.5545107126235962,0.4683593213558197
1070,0.10163874924182892,0.05209200829267502,0.05427312105894089,0.5533314347267151,0.4672359824180603
1080,0.10142676532268524,0.05201482027769089,0.05418956279754639,0.552127480506897,0.46606820821762085
1090,0.10120750218629837,0.05193418264389038,0.05410328134894371,0.5508976578712463,0.4648555517196655
1100,0.10098054260015488,0.05185021087527275,0.05401397496461868,0.5496405363082886,0.46359938383102417
1110,0.10074605792760849,0.05176243185997009,0.053921427577733994,0.5483548641204834,0.46229982376098633
1120,0.10050373524427414,0.051671046763658524,0.053825218230485916,0.5470389723777771,0.46095895767211914
1130,0.100253626704216,0.05157572031021118,0.05372530221939087,0.5456923842430115,0.45957815647125244
1140,0.0999956801533699,0.051476456224918365,0.053621288388967514,0.5443140268325806,0.45816004276275635
1150,0.09973011910915375,0.051373254507780075,0.053512800484895706,0.5429036021232605,0.4567078948020935
1160,0.09945715963840485,0.051265984773635864,0.053399618715047836,0.5414607524871826,0.4552251696586609
1170,0.09917721897363663,0.05115475133061409,0.0532812625169754,0.5399845242500305,0.4537166953086853
1180,0.09889068454504013,0.05103965103626251,0.05315741151571274,0.5384745001792908,0.4521879553794861
1190,0.09859810769557953,0.05092080309987068,0.053027763962745667,0.5369318127632141,0.450644850730896
1200,0.09830009192228317,0.050798408687114716,0.05289199575781822,0.5353559851646423,0.4490939974784851
1210,0.0979972556233406,0.0506727434694767,0.052749790251255035,0.533748209476471,0.44754278659820557
1220,0.09769038110971451,0.0505441352725029,0.05260086432099342,0.5321083664894104,0.44599902629852295
1230,0.0973801389336586,0.05041298270225525,0.052445072680711746,0.5304380655288696,0.4444703459739685
1240,0.09706714749336243,0.050279829651117325,0.052282221615314484,0.5287395715713501,0.44296538829803467
1250,0.09675220400094986,0.05014483630657196,0.05211248621344566,0.5270139575004578,0.4414913058280945
1260,0.09643593430519104,0.05000869929790497,0.05193566903471947,0.5252646207809448,0.4400556683540344
1270,0.09611896425485611,0.04987169802188873,0.05175207555294037,0.5234968066215515,0.43867820501327515
1280,0.09580191969871521,0.04973413795232773,0.05156196653842926,0.5217128992080688,0.4373607039451599
1290,0.09548524767160416,0.04959619417786598,0.05136586353182793,0.5199146866798401,0.4361006021499634
1300,0.09516963362693787,0.04945816844701767,0.0511639267206192,0.5181061625480652,0.4349015951156616
1310,0.09485530853271484,0.049320001155138016,0.05095696076750755,0.5162945985794067,0.43376630544662476
1320,0.09454281628131866,0.04918161407113075,0.05074542388319969,0.5144856572151184,0.4326966404914856
1330,0.09423236548900604,0.04904284328222275,0.05052981153130531,0.5126868486404419,0.4316936135292053
1340,0.09392423927783966,0.04890347644686699,0.0503106452524662,0.5109015107154846,0.43075788021087646
1350,0.09361830353736877,0.048763174563646317,0.050088416785001755,0.5091288089752197,0.4298896789550781
1360,0.09331441670656204,0.04862174019217491,0.04986327514052391,0.5073726773262024,0.4290892481803894
1370,0.09301217645406723,0.04847842454910278,0.0496356338262558,0.5056436061859131,0.42835551500320435
1380,0.09271066635847092,0.04833320900797844,0.04940541088581085,0.5039406418800354,0.4276888370513916
1390,0.0924089178442955,0.04818534478545189,0.0491725355386734,0.5022610425949097,0.42708879709243774
1400,0.0921056866645813,0.048034291714429855,0.04893666133284569,0.5006018877029419,0.4265556335449219
1410,0.09179917722940445,0.0478794127702713,0.04869735985994339,0.49895840883255005,0.42608892917633057
1420,0.09148739278316498,0.04772002995014191,0.04845388978719711,0.49732616543769836,0.4256895184516907
1430,0.09116795659065247,0.04755528271198273,0.04820547625422478,0.49570193886756897,0.42535847425460815
1440,0.09083837270736694,0.04738403111696243,0.047951068729162216,0.4940818250179291,0.4250975251197815
1450,0.0904960185289383,0.047205109149217606,0.047689225524663925,0.4924545884132385,0.42490947246551514
1460,0.0901377871632576,0.047017231583595276,0.04741854593157768,0.490813285112381,0.4247981309890747
1470,0.08976082503795624,0.04681864753365517,0.04713737219572067,0.4891451299190521,0.4247685670852661
1480,0.08936220407485962,0.0466073602437973,0.04684392362833023,0.4874379336833954,0.4248271584510803
1490,0.08893898874521255,0.04638150706887245,0.046536173671483994,0.48567548394203186,0.42498183250427246
1500,0.08848886936903,0.04613831266760826,0.04621223732829094,0.48384395241737366,0.4252414107322693
1510,0.08800993114709854,0.045875195413827896,0.045870017260313034,0.4819294810295105,0.4256155490875244
1520,0.0875011682510376,0.04558916762471199,0.045507680624723434,0.47991612553596497,0.4261133074760437
1530,0.08696281164884567,0.04527689144015312,0.045123763382434845,0.4777882397174835,0.4267428517341614
1540,0.08639683574438095,0.04493530094623566,0.04471692815423012,0.47552916407585144,0.4275083541870117
1550,0.08580681681632996,0.04456134885549545,0.04428691416978836,0.47312313318252563,0.42840856313705444
1560,0.08519899845123291,0.04415242001414299,0.04383404925465584,0.4705565869808197,0.429482638835907
1570,0.08458170294761658,0.043706804513931274,0.04335949197411537,0.46782076358795166,0.4306747317314148
1580,0.08396531641483307,0.04322369769215584,0.042865362018346786,0.4649105966091156,0.4319305419921875
1590,0.08336113393306732,0.04270333796739578,0.04235463589429855,0.4618242084980011,0.4331982135772705
1600,0.08278007060289383,0.042147278785705566,0.0418304018676281,0.45856860280036926,0.4344145655632019
1610,0.0822312980890274,0.04155754670500755,0.04129567742347717,0.45515742897987366,0.43550944328308105
1620,0.08172085881233215,0.04093664884567261,0.040752772241830826,0.45160913467407227,0.4364156723022461
1630,0.08125102519989014,0.04028687626123428,0.040203340351581573,0.44793686270713806,0.4370713233947754
1640,0.08082087337970734,0.03961058333516121,0.039648234844207764,0.4441523849964142,0.43743962049484253
1650,0.08042667806148529,0.03891059383749962,0.0390884093940258,0.4402572214603424,0.4375030994415283
1660,0.08006356656551361,0.03819072246551514,0.0385245643556118,0.4362476170063019,0.4372686743736267
1670,0.07972501963376999,0.037456270307302475,0.037958379834890366,0.43211767077445984,0.436762273311615
1680,0.07940477132797241,0.03671349585056305,0.03739127889275551,0.42786309123039246,0.4360203742980957
1690,0.0790964663028717,0.035969238728284836,0.036824677139520645,0.42348647117614746,0.43507951498031616
1700,0.07879477739334106,0.03522975370287895,0.03625974804162979,0.41899624466896057,0.43397778272628784
1710,0.07849566638469696,0.03450009971857071,0.035697389394044876,0.41440731287002563,0.4327821135520935
1720,0.07819639891386032,0.033784084022045135,0.035137999802827835,0.4097386598587036,0.43145865201950073
1730,0.07789473235607147,0.033084288239479065,0.03458234295248985,0.4050105810165405,0.43001794815063477
1740,0.07758893817663193,0.03240245208144188,0.034031111747026443,0.4002475440502167,0.42846786975860596
1750,0.07727698981761932,0.03173977881669998,0.03348539024591446,0.39547425508499146,0.42681390047073364
1760,0.07695724070072174,0.03109700046479702,0.032945990562438965,0.39071786403656006,0.4250611662864685
1770,0.0766279324889183,0.0304743442684412,0.03241399675607681,0.3860768973827362,0.42321324348449707
1780,0.07628823071718216,0.029871517792344093,0.03188979998230934,0.3816559612751007,0.421272337436676
1790,0.07593667507171631,0.029288025572896004,0.03137420117855072,0.3774997889995575,0.41923850774765015
1800,0.07557272911071777,0.02872307039797306,0.0308672022074461,0.3734568953514099,0.4171087145805359
1810,0.07519522309303284,0.02817567065358162,0.030369164422154427,0.3695143163204193,0.4149588346481323
1820,0.07480332255363464,0.027644846588373184,0.029879745095968246,0.36565709114074707,0.4128274917602539
1830,0.07439534366130829,0.02712971344590187,0.02939913608133793,0.36189785599708557,0.4105721712112427
1840,0.07397017627954483,0.026629187166690826,0.028926655650138855,0.3583161532878876,0.4081767797470093
1850,0.07352570444345474,0.026142437011003494,0.028462152928113937,0.3547724485397339,0.4056209921836853
1860,0.07306067645549774,0.025668403133749962,0.028004463762044907,0.3512166142463684,0.40288203954696655
1870,0.07257257401943207,0.02520623989403248,0.02755320630967617,0.3476245701313019,0.3999333381652832
1880,0.07205983996391296,0.024754857644438744,0.027107063680887222,0.34398436546325684,0.39674603939056396
1890,0.07152052968740463,0.024313094094395638,0.026664897799491882,0.3402509391307831,0.3932878375053406
1900,0.07095237821340561,0.02387995459139347,0.026225624606013298,0.33640986680984497,0.3895227313041687
1910,0.07035353034734726,0.023454109206795692,0.025787746533751488,0.33241406083106995,0.38541358709335327
1920,0.06972168385982513,0.02303425595164299,0.02535002864897251,0.32823461294174194,0.38092005252838135
1930,0.06905470788478851,0.022618938237428665,0.02491087093949318,0.3238435685634613,0.3760000467300415
1940,0.06834975630044937,0.0222066231071949,0.024468963965773582,0.3192172646522522,0.37061208486557007
1950,0.06760375201702118,0.02179553546011448,0.024022720754146576,0.3143296241760254,0.36471545696258545
1960,0.06681308150291443,0.021383855491876602,0.023570282384753227,0.3091626465320587,0.35827553272247314
1970,0.06597275286912918,0.020969336852431297,0.02311018668115139,0.30372703075408936,0.3512647747993469
1980,0.06507742404937744,0.020549297332763672,0.02264031395316124,0.2980482280254364,0.34366899728775024
1990,0.06412005424499512,0.02012065425515175,0.022158680483698845,0.29221224784851074,0.3354911804199219
2000,0.06309253722429276,0.01967969350516796,0.021663155406713486,0.2863221764564514,0.3267534375190735
2010,0.06198570504784584,0.019221989437937737,0.021151475608348846,0.28057661652565,0.3174992799758911
2020,0.06078900769352913,0.018742429092526436,0.020622026175260544,0.2753281593322754,0.3077870011329651
2030,0.05949143320322037,0.01823521964251995,0.0200735405087471,0.2702885866165161,0.29768604040145874
2040,0.058080900460481644,0.01769448257982731,0.019506433978676796,0.26510414481163025,0.28743720054626465
2050,0.05654597654938698,0.01711469329893589,0.01892237365245819,0.25979188084602356,0.2774367332458496
2060,0.05487649142742157,0.016491277143359184,0.01832525059580803,0.25432735681533813,0.26726436614990234
2070,0.05306569114327431,0.015821663662791252,0.017720835283398628,0.24877934157848358,0.26346123218536377
2080,0.051113273948431015,0.015105599537491798,0.017116453498601913,0.24319499731063843,0.2667548656463623
2090,0.04902809113264084,0.014346268028020859,0.016520073637366295,0.23761501908302307,0.2697063684463501
2100,0.04683241993188858,0.013549902476370335,0.015938347205519676,0.23213593661785126,0.2721717357635498
2110,0.04456357657909393,0.012726026587188244,0.015374213457107544,0.22678816318511963,0.27399080991744995
2120,0.04227277263998985,0.011886063031852245,0.014825121499598026,0.2218094915151596,0.27500486373901367
2130,0.04001709446310997,0.011041835881769657,0.014284355565905571,0.2199854552745819,0.27509570121765137
2140,0.03784807026386261,0.010204900987446308,0.013744469732046127,0.21839259564876556,0.2742254137992859
2150,0.03580057993531227,0.009386741556227207,0.013202792964875698,0.21641260385513306,0.27247101068496704
2160,0.033886827528476715,0.008599306456744671,0.012665215879678726,0.21402697265148163,0.270010769367218
2170,0.0321015790104866,0.007854057475924492,0.012141935527324677,0.211334690451622,0.26705533266067505
2180,0.030432458966970444,0.0071588438004255295,0.011642097495496273,0.20884811878204346,0.2637736201286316
2190,0.028871938586235046,0.006515576504170895,0.011168858967721462,0.20623424649238586,0.26025110483169556
2200,0.027419349178671837,0.005921521689742804,0.010720356367528439,0.20352762937545776,0.2565150856971741
2210,0.026076726615428925,0.005372644402086735,0.010292540304362774,0.20058175921440125,0.252572238445282
2220,0.024844683706760406,0.004865908529609442,0.009880918078124523,0.19737321138381958,0.24842627346515656
2230,0.02371956594288349,0.004399900324642658,0.00948235485702753,0.19393013417720795,0.24408666789531708
2240,0.02269562892615795,0.00397370383143425,0.00909399800002575,0.19055967032909393,0.239566370844841
2250,0.021765640005469322,0.0035862629301846027,0.008713511750102043,0.18715563416481018,0.23487748205661774
2260,0.02092122659087181,0.003236079355701804,0.008339536376297474,0.1835562139749527,0.23003773391246796
2270,0.020153705030679703,0.002921225968748331,0.00797140784561634,0.1798388510942459,0.22506596148014069
2280,0.01945469342172146,0.0026391923893243074,0.007609281688928604,0.17604099214076996,0.21998398005962372
2290,0.018816174939274788,0.0023872407618910074,0.007253933697938919,0.17218664288520813,0.21481525897979736
2300,0.018231019377708435,0.0021623384673148394,0.006906653754413128,0.1682840883731842,0.2095872014760971
2310,0.017692696303129196,0.0019615571945905685,0.00656897434964776,0.16437402367591858,0.20432375371456146
2320,0.01719549484550953,0.0017821360379457474,0.006242508068680763,0.16049382090568542,0.1990584433078766
2330,0.016734352335333824,0.0016216202639043331,0.0059286439791321754,0.1566641479730606,0.19381454586982727
2340,0.01630486361682415,0.0014778666663914919,0.0056285737082362175,0.15290798246860504,0.188617542386055
2350,0.015903126448392868,0.0013490398414433002,0.005343185737729073,0.1492457091808319,0.18349383771419525
2360,0.015525850467383862,0.0012336279032751918,0.005072853993624449,0.14569835364818573,0.17845802009105682
2370,0.015170137397944927,0.0011302146594971418,0.004817925859242678,0.14228922128677368,0.17352907359600067
2380,0.014833569526672363,0.0010377224534749985,0.004578139632940292,0.13902521133422852,0.1687185913324356
2390,0.014513942413032055,0.000955060648266226,0.004353328607976437,0.13591891527175903,0.16403800249099731
2400,0.014209462329745293,0.0008813506574369967,0.004142950288951397,0.13297119736671448,0.1594928652048111
2410,0.013918518088757992,0.0008157474221661687,0.003946427721530199,0.13017019629478455,0.15509100258350372
2420,0.013639665208756924,0.0007574608316645026,0.003763132495805621,0.1275162547826767,0.15083174407482147
2430,0.013371625915169716,0.0007057949551381171,0.003592354478314519,0.12500320374965668,0.14672066271305084
2440,0.013113283552229404,0.0006600983324460685,0.003433347912505269,0.12261821329593658,0.1427551954984665
2450,0.012863590382039547,0.0006197501788847148,0.003285369835793972,0.12035476416349411,0.1389361321926117
2460,0.012621619738638401,0.0005841872771270573,0.0031476905569434166,0.11821098625659943,0.1352594643831253
2470,0.012386471964418888,0.0005528901237994432,0.0030196267180144787,0.11623063683509827,0.13172392547130585
2480,0.012157396413385868,0.0005253719282336533,0.0029004141688346863,0.11435410380363464,0.12832312285900116
2490,0.01193362195044756,0.0005011990433558822,0.0027894347440451384,0.11257345974445343,0.12505315244197845
2500,0.011714491993188858,0.0004799542366527021,0.0026860388461500406,0.11087749898433685,0.12190952897071838
2510,0.011499407701194286,0.00046127039240673184,0.0025895838625729084,0.10925920307636261,0.1188838928937912
2520,0.011287843808531761,0.0004448447725735605,0.002499460242688656,0.10770867764949799,0.11606799066066742
2530,0.0110793337225914,0.00043032164103351533,0.0024151147808879614,0.10622424632310867,0.11513708531856537
2540,0.010873420163989067,0.0004174757341388613,0.0023360373452305794,0.10479813069105148,0.11437298357486725
2550,0.010669715702533722,0.00040604162495583296,0.002261750167235732,0.10342759639024734,0.11364498734474182
2560,0.010467976331710815,0.0003958126180805266,0.0021917284466326237,0.1021755263209343,0.11293192207813263
2570,0.010267918929457664,0.0003865960461553186,0.002125540981069207,0.10096625238656998,0.11222995817661285
2580,0.010069282725453377,0.00037825119215995073,0.0020628462079912424,0.0997883528470993,0.11153668165206909
2590,0.009871971793472767,0.0003706018324010074,0.0020032161846756935,0.0986342579126358,0.11084894835948944
